,X,Y,labels,district
587,-2.5370257,-24.926462,0,1000034
588,-2.5370255,-24.926464,0,1000034
589,-2.5370255,-24.926464,0,1000034
590,-2.5370255,-24.926462,0,1000034
591,-2.5370252,-24.926464,0,1000034
592,-2.5370255,-24.926464,0,1000034
593,-2.5370252,-24.926464,0,1000034
594,-2.5370255,-24.926464,0,1000034
595,-2.5370252,-24.926464,0,1000034
596,-2.5370252,-24.926464,0,1000034
597,45.53547,-4.8242035,0,1000034
598,-7.2003593,10.084963,0,1000035
599,-7.1999187,10.085437,0,1000035
600,-7.200341,10.085375,0,1000035
601,-7.2003984,10.08531,0,1000035
602,-7.2002997,10.085385,0,1000035
603,-7.199463,10.085574,0,1000035
604,-7.115333,9.855802,0,1000035
605,-7.199506,10.085563,0,1000035
606,-7.199922,10.085473,0,1000035
607,-7.199922,10.085473,0,1000035
608,-7.2005477,10.085137,0,1000035
609,-7.200413,10.085255,0,1000035
610,-7.1153336,9.855801,0,1000035
611,-7.199508,10.085558,0,1000035
612,-7.200549,10.085134,0,1000035
613,-7.199881,10.085481,0,1000035
614,-7.1998796,10.085483,0,1000035
615,-7.2002964,10.085392,0,1000035
616,-7.200339,10.085382,0,1000035
617,-33.094444,14.556867,0,1000035
618,-0.52771455,56.22596,0,1000036
619,-0.52810746,56.226055,0,1000036
620,-0.5281235,56.22605,0,1000036
621,-0.5281812,56.226036,0,1000036
622,-0.5281812,56.226036,0,1000036
623,-0.52795005,56.226032,0,1000036
624,-0.52815956,56.226044,0,1000036
625,-0.52816516,56.226044,0,1000036
626,-0.52806425,56.226074,0,1000036
627,-0.5556765,56.209816,0,1000036
628,-0.52815074,56.226044,0,1000036
629,-0.52815235,56.226044,0,1000036
630,-0.52775663,56.22602,0,1000036
631,-0.52795005,56.226032,0,1000036
632,-0.52810025,56.226063,0,1000036
633,-0.5278403,56.225967,0,1000036
634,-0.52815235,56.226044,0,1000036
635,-0.5280947,56.226055,0,1000036
636,-0.52763355,56.225933,0,1000036
637,50.83712,-20.497095,0,1000037
638,50.83712,-20.497095,0,1000037
639,50.83712,-20.497095,0,1000037
640,50.837124,-20.497095,0,1000037
641,-5.9468226,-33.709682,0,1000037
642,50.798477,-20.504496,0,1000037
643,50.837124,-20.497095,0,1000037
644,21.233084,24.926828,0,1000040
645,21.232977,24.92673,0,1000040
646,21.233084,24.926828,0,1000040
647,21.232996,24.926748,0,1000040
648,21.233084,24.926828,0,1000040
649,21.233042,24.926788,0,1000040
650,21.232983,24.926735,0,1000040
651,21.233065,24.926807,0,1000040
652,21.232983,24.926735,0,1000040
653,21.232983,24.926735,0,1000040
654,21.233068,24.926815,0,1000040
655,21.232977,24.92673,0,1000040
656,21.232996,24.926748,0,1000040
657,21.233084,24.926828,0,1000040
658,21.232983,24.926735,0,1000040
659,21.231876,24.921173,0,1000040
660,21.22397,24.907564,0,1000040
661,21.233004,24.926754,0,1000040
662,21.230999,24.918728,0,1000040
663,21.233055,24.9268,0,1000040
664,21.202599,24.883377,0,1000040
665,21.233055,24.9268,0,1000040
666,21.233068,24.926815,0,1000040
667,21.232998,24.926748,0,1000040
668,21.233068,24.926815,0,1000040
669,21.232983,24.926735,0,1000040
670,21.232977,24.92673,0,1000040
671,21.232975,24.926727,0,1000040
672,26.082756,-20.980442,0,1000041
673,26.082756,-20.980442,0,1000041
674,26.082756,-20.980442,0,1000041
675,26.082756,-20.980442,0,1000041
676,25.496445,-21.54427,0,1000041
677,26.082756,-20.980442,0,1000041
678,25.461906,-21.56762,0,1000041
679,26.082756,-20.980442,0,1000041
680,26.082756,-20.980442,0,1000041
681,26.082756,-20.980442,0,1000041
682,26.082756,-20.980442,0,1000041
683,26.082756,-20.980442,0,1000041
684,26.082756,-20.980442,0,1000041
685,26.082756,-20.980442,0,1000041
686,31.033468,35.249138,0,1000042
687,31.033468,35.249138,0,1000042
688,31.033468,35.249138,0,1000042
689,31.033468,35.249138,0,1000042
690,31.077183,35.19239,0,1000042
691,31.033468,35.249138,0,1000042
692,31.033468,35.249138,0,1000042
693,31.033468,35.249138,0,1000042
694,31.033468,35.249138,0,1000042
695,31.033468,35.249138,0,1000042
696,31.033468,35.249138,0,1000042
697,31.033468,35.249138,0,1000042
698,31.033468,35.249138,0,1000042
699,31.033468,35.249138,0,1000042
700,31.033487,35.2491,0,1000042
701,31.033468,35.249138,0,1000042
702,31.033468,35.249138,0,1000042
703,31.033468,35.249138,0,1000042
704,31.033468,35.249138,0,1000042
705,31.033468,35.249138,0,1000042
706,31.033468,35.249138,0,1000042
707,32.6554,32.823204,0,1000042
708,31.033468,35.249138,0,1000042
709,31.033468,35.249138,0,1000042
710,31.033468,35.249138,0,1000042
711,31.033468,35.249138,0,1000042
712,31.033468,35.249138,0,1000042
713,31.033468,35.249138,0,1000042
714,-2.9676015,-45.159878,0,1000044
715,-2.9676018,-45.15988,0,1000044
716,-2.9676049,-45.15988,0,1000044
717,-2.9676018,-45.15988,0,1000044
718,-2.9676077,-45.15988,0,1000044
719,-2.9676018,-45.15988,0,1000044
720,-2.9676113,-45.159874,0,1000044
721,-2.9676049,-45.159878,0,1000044
722,-2.9676082,-45.159878,0,1000044
723,-2.9676018,-45.15988,0,1000044
724,-2.9676049,-45.159878,0,1000044
725,-2.9676018,-45.15988,0,1000044
726,-2.9676054,-45.159874,0,1000044
727,-2.9676087,-45.159878,0,1000044
728,-2.9676015,-45.159878,0,1000044
